Company,TypeName,Inches,Ram_GB,Weight_kg,Touchscreen,IPS,Res_X,Res_Y,PPI,SSD_GB,HDD_GB,Flash_Storage_GB,Hybrid_GB,Cpu_gama,Gpu_marca,SO,Price_euros
Xiaomi,Notebook,15.6,8,1.95,0,1,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Otro,1199.0
Dell,Notebook,17.3,16,2.77,1,0,1920,1080,127.33567457123111,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1549.0
Dell,Notebook,15.6,16,2.06,1,0,3840,2160,282.42399616439724,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2397.0
Lenovo,Gaming,15.6,8,2.4,0,1,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Otro,779.0
Acer,Ultrabook,13.3,8,1.12,0,1,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,989.0
Dell,Notebook,17.3,8,2.8,0,0,1920,1080,127.33567457123111,128.0,1000.0,0.0,0.0,Intel Core i7,AMD,Windows,1085.0
Lenovo,2 in 1 Convertible,14.0,16,1.42,1,0,2560,1440,209.8006828649808,1000.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,2824.0
Vero,Notebook,14.0,4,1.3,0,1,1920,1080,157.3505121487356,0.0,0.0,32.0,0.0,Intel Celeron Dual,Intel,Windows,260.0
Xiaomi,Ultrabook,13.3,8,1.3,0,1,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Otro,999.9
Lenovo,Notebook,17.3,8,2.8,0,0,1600,900,106.11306214269258,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Otro,698.0
Dell,2 in 1 Convertible,13.3,8,1.62,1,1,1920,1080,165.6321180513006,0.0,1000.0,0.0,0.0,Intel Core i7,Intel,Windows,839.0
HP,Notebook,17.3,8,2.5,0,1,1920,1080,127.33567457123111,0.0,1000.0,0.0,0.0,Intel Core i5,Nvidia,Windows,914.0
Razer,Gaming,17.3,32,3.49,1,0,3840,2160,254.67134914246222,1000.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,6099.0
HP,Notebook,13.3,8,1.49,0,0,1920,1080,165.6321180513006,512.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,959.0
HP,Gaming,17.3,16,3.35,0,1,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1379.0
HP,Notebook,17.3,8,2.5,0,0,1920,1080,127.33567457123111,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1045.0
Dell,Gaming,15.6,16,2.65,0,1,3840,2160,282.42399616439724,512.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1845.0
Lenovo,Notebook,15.6,4,2.1,0,0,1366,768,100.45466986113651,128.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,493.0
Acer,Notebook,15.6,8,2.23,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,742.0
Lenovo,Gaming,15.6,16,3.2,0,1,1920,1080,141.21199808219862,512.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1749.0
Dell,Workstation,15.6,16,2.8,0,0,3840,2160,282.42399616439724,256.0,1000.0,0.0,0.0,Otro,Nvidia,Windows,3055.0
Lenovo,Gaming,15.6,16,2.4,0,0,1920,1080,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Otro,1398.0
Dell,Notebook,15.6,6,2.3,1,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Core i3,Intel,Windows,439.0
Dell,Ultrabook,13.3,8,1.21,1,1,3840,2160,331.2642361026012,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1949.0
Dell,Ultrabook,13.3,8,1.2,0,0,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1449.0
Lenovo,Notebook,15.6,8,2.2,0,0,1366,768,100.45466986113651,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,597.0
Acer,Notebook,15.6,8,2.4,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Linux,779.0
Asus,Gaming,17.3,16,2.9,0,0,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1407.0
HP,Notebook,15.6,4,2.1,0,0,1920,1080,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i3,Intel,Otro,349.0
Lenovo,Notebook,15.6,8,2.2,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Otro,549.0
Huawei,Ultrabook,13.0,8,1.05,0,1,2160,1440,199.69207064108247,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1499.0
Dell,Ultrabook,13.3,8,1.4,0,1,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i7,AMD,Windows,931.88
Lenovo,Notebook,17.3,8,2.8,0,0,1600,900,106.11306214269258,0.0,1000.0,0.0,0.0,Intel Core i5,Nvidia,Otro,589.0
HP,Notebook,14.0,8,1.63,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1031.0
Dell,Ultrabook,14.0,8,1.6,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1149.0
Dell,2 in 1 Convertible,13.3,16,1.62,1,0,1920,1080,165.6321180513006,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1279.0
Dell,Notebook,15.6,8,2.2,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,AMD,Linux,677.35
Lenovo,2 in 1 Convertible,14.0,8,1.74,0,1,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,899.0
Toshiba,Ultrabook,13.3,8,1.2,0,0,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1363.0
HP,Notebook,15.6,8,2.1,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i5,Intel,Windows,794.0
Dell,Gaming,17.3,16,4.42,0,1,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2456.34
Acer,Notebook,15.6,8,2.2,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,832.0
Dell,Notebook,15.6,16,2.3,1,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i7,AMD,Windows,859.01
Asus,Notebook,15.6,8,2.0,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Windows,769.0
Asus,Notebook,17.3,8,2.69,0,0,1920,1080,127.33567457123111,256.0,500.0,0.0,0.0,Intel Core i5,Nvidia,Windows,891.0
HP,Notebook,15.6,8,1.9,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i7,AMD,Windows,1269.0
Asus,Notebook,15.6,4,2.37,0,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Core i3,Intel,Windows,398.99
HP,Notebook,15.6,4,2.1,0,0,1366,768,100.45466986113651,0.0,500.0,0.0,0.0,Otro,AMD,Windows,330.0
Lenovo,Gaming,15.6,16,3.2,0,1,1920,1080,141.21199808219862,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1499.0
Dell,Notebook,14.0,8,1.6,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,859.0
Acer,2 in 1 Convertible,13.3,8,1.6,1,1,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,689.0
Dell,Notebook,15.6,16,2.36,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,AMD,Linux,899.0
Acer,Notebook,15.6,4,2.1,0,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Core i3,Intel,Linux,390.0
Asus,Notebook,15.6,4,2.2,0,0,1920,1080,141.21199808219862,128.0,1000.0,0.0,0.0,Otro,AMD,Windows,575.0
Asus,Gaming,17.3,32,4.7,0,0,1920,1080,127.33567457123111,512.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,3890.0
Acer,Gaming,15.6,8,2.5,0,1,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Windows,846.0
Lenovo,Notebook,15.6,8,2.2,0,0,1366,768,100.45466986113651,128.0,0.0,0.0,0.0,Intel Core i3,Intel,Windows,589.0
Asus,Notebook,17.3,8,2.1,0,0,1920,1080,127.33567457123111,128.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1145.0
Asus,Notebook,17.3,8,2.69,0,0,1920,1080,127.33567457123111,128.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Otro,889.0
Dell,Gaming,15.6,8,2.56,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Windows,879.0
Lenovo,2 in 1 Convertible,13.9,8,1.38,1,1,1920,1080,158.48253022174808,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1079.0
Dell,Notebook,15.6,8,2.2,0,0,1920,1080,141.21199808219862,128.0,2000.0,0.0,0.0,Intel Core i7,AMD,Windows,985.0
HP,Notebook,15.6,8,2.04,1,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Core i5,Intel,Windows,559.0
Asus,Gaming,17.3,16,3.6,0,0,1920,1080,127.33567457123111,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2999.0
HP,Notebook,13.3,4,1.49,0,1,1920,1080,165.6321180513006,0.0,500.0,0.0,0.0,Intel Core i5,Intel,Windows,675.0
Apple,Ultrabook,13.3,8,1.37,0,1,2560,1600,226.98300468106115,512.0,0.0,0.0,0.0,Intel Core i5,Intel,Mac,2040.0
Dell,2 in 1 Convertible,15.6,8,2.08,1,1,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i7,Intel,Windows,819.0
Asus,Gaming,17.3,16,4.3,0,0,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1799.0
Asus,Notebook,15.6,4,1.68,0,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,AMD A9-Series 9420,AMD,Windows,469.0
Lenovo,2 in 1 Convertible,13.9,8,1.37,1,1,1920,1080,158.48253022174808,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1849.0
Acer,Notebook,17.3,4,3.0,0,1,1920,1080,127.33567457123111,256.0,0.0,0.0,0.0,Intel Core i3,Nvidia,Windows,702.0
Dell,Ultrabook,13.3,8,1.41,0,0,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,949.0
HP,Notebook,15.6,8,1.91,0,0,1366,768,100.45466986113651,128.0,0.0,0.0,0.0,Otro,AMD,Windows,445.9
HP,Notebook,17.3,16,2.9,0,1,1920,1080,127.33567457123111,0.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1059.0
MSI,Gaming,17.3,16,4.14,0,0,1920,1080,127.33567457123111,512.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2499.0
Lenovo,2 in 1 Convertible,15.6,8,2.0,1,1,1920,1080,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1699.0
Dell,Notebook,17.3,8,2.8,0,0,1920,1080,127.33567457123111,128.0,1000.0,0.0,0.0,Intel Core i7,AMD,Windows,1142.0
Lenovo,Notebook,15.6,4,2.2,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i3,Intel,Otro,444.0
HP,Notebook,15.6,4,2.1,0,1,1920,1080,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i5,Intel,Windows,722.0
Dell,Notebook,15.6,4,2.18,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i5,Intel,Windows,657.0
Dell,Notebook,15.6,8,2.24,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i5,AMD,Windows,565.0
Dell,2 in 1 Convertible,15.6,8,2.67,1,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,799.0
Asus,2 in 1 Convertible,13.3,8,1.1,1,0,1920,1080,165.6321180513006,1024.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1499.0
Lenovo,Notebook,15.6,4,2.2,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i5,Intel,Otro,467.0
HP,Notebook,17.3,8,2.5,0,0,1920,1080,127.33567457123111,0.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1018.0
Lenovo,Notebook,15.6,8,2.05,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,880.0
Apple,Ultrabook,13.3,8,1.37,0,1,2560,1600,226.98300468106115,512.0,0.0,0.0,0.0,Intel Core i5,Intel,Mac,1958.9
Asus,Gaming,17.3,16,3.2,0,0,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Otro,AMD,Windows,1549.0
Dell,Notebook,15.6,8,2.14,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,AMD,Linux,735.07
Lenovo,2 in 1 Convertible,14.0,16,1.36,1,0,2560,1440,209.8006828649808,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,2499.0
Toshiba,Notebook,15.6,8,2.2,0,0,1366,768,100.45466986113651,0.0,500.0,0.0,0.0,Intel Core i7,Nvidia,Windows,812.0
Dell,Notebook,15.6,12,2.3,0,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Core i7,Intel,Windows,713.07
Dell,Notebook,17.3,8,2.8,0,0,1920,1080,127.33567457123111,128.0,1000.0,0.0,0.0,Intel Core i7,AMD,Linux,1099.0
Acer,Notebook,15.6,8,2.2,0,1,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,745.0
Lenovo,Notebook,17.3,4,2.8,0,0,1600,900,106.11306214269258,0.0,1000.0,0.0,0.0,Intel Core i3,Intel,Windows,489.0
Lenovo,Notebook,17.3,8,2.8,0,0,1920,1080,127.33567457123111,0.0,2000.0,0.0,0.0,Intel Core i7,Nvidia,Otro,849.0
Lenovo,Notebook,17.3,6,2.8,0,0,1600,900,106.11306214269258,128.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,859.0
Dell,Notebook,15.6,4,2.25,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i3,AMD,Linux,428.0
Lenovo,Gaming,15.6,8,2.5,0,1,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Windows,829.0
Lenovo,Notebook,15.6,6,2.2,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,579.0
Acer,Notebook,15.6,8,3.0,0,1,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,951.0
Acer,Notebook,15.6,12,2.15,1,1,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i7,Intel,Windows,659.0
Lenovo,Notebook,15.6,8,1.95,0,1,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1097.0
Asus,Ultrabook,15.6,8,1.7,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Windows,977.0
Lenovo,Gaming,15.6,16,2.5,0,1,1920,1080,141.21199808219862,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1179.0
Lenovo,Notebook,15.6,8,2.2,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Otro,659.01
Acer,Notebook,15.6,2,2.19,0,0,1366,768,100.45466986113651,16.0,0.0,0.0,0.0,Intel Celeron Dual,Intel,Otro,199.0
Asus,Gaming,17.3,8,3.0,0,0,1920,1080,127.33567457123111,0.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1187.0
HP,Notebook,17.3,8,2.54,0,0,1600,900,106.11306214269258,0.0,1000.0,0.0,0.0,Intel Core i3,Intel,Windows,489.0
Dell,Notebook,15.6,8,2.0,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1829.0
Lenovo,Notebook,15.6,8,2.05,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,739.0
Lenovo,Gaming,15.6,8,3.2,0,1,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1299.0
Acer,Notebook,15.6,8,2.5,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Linux,979.0
Dell,Workstation,17.3,16,3.42,0,0,1920,1080,127.33567457123111,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2884.86
Lenovo,Notebook,15.6,6,2.4,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Otro,AMD,Windows,499.0
Asus,Ultrabook,15.6,16,1.63,0,0,1920,1080,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1468.0
Asus,Notebook,14.0,4,1.3,0,0,1366,768,111.93520355955211,128.0,0.0,0.0,0.0,Intel Core i3,Intel,Windows,509.0
Asus,Gaming,17.3,16,2.9,0,0,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2122.0
Lenovo,Notebook,17.3,6,2.8,0,0,1600,900,106.11306214269258,0.0,1000.0,0.0,0.0,Intel Core i5,Nvidia,Windows,649.0
Lenovo,Notebook,15.6,8,2.2,0,0,1366,768,100.45466986113651,0.0,2000.0,0.0,0.0,Intel Core i5,Nvidia,Otro,549.0
Asus,Gaming,15.6,8,2.5,0,0,1920,1080,141.21199808219862,128.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1265.0
Lenovo,Notebook,15.6,4,2.2,0,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Pentium Quad,Intel,Otro,359.99
HP,2 in 1 Convertible,13.3,16,1.28,1,0,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1975.0
Toshiba,Notebook,15.6,8,2.2,0,1,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1043.0
Lenovo,Notebook,15.6,8,2.3,0,0,1920,1080,141.21199808219862,128.0,1000.0,0.0,0.0,Intel Core i5,Nvidia,Windows,819.0
HP,Notebook,15.6,4,1.86,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i3,Intel,Windows,469.0
Lenovo,Notebook,13.3,8,1.1,0,1,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,999.0
Dell,Ultrabook,13.3,16,1.21,1,1,3840,2160,331.2642361026012,1000.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,2499.0
MSI,Gaming,15.6,16,2.8,0,1,1920,1080,141.21199808219862,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2099.0
Acer,Notebook,15.6,8,2.23,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Otro,AMD,Windows,469.0
Asus,2 in 1 Convertible,11.6,2,1.1,1,0,1366,768,135.0942111925629,0.0,0.0,32.0,0.0,Intel Celeron Dual,Intel,Windows,275.0
Dell,Notebook,15.6,8,2.33,0,0,1920,1080,141.21199808219862,128.0,1000.0,0.0,0.0,Intel Core i5,AMD,Windows,844.0
HP,2 in 1 Convertible,13.3,16,1.29,1,1,3840,2160,331.2642361026012,1000.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,2449.0
Lenovo,Notebook,13.3,4,1.45,0,0,1366,768,117.82653006268643,0.0,0.0,16.0,0.0,Intel Celeron Dual,Intel,Otro,459.9
HP,Notebook,14.0,8,1.95,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,980.0
Acer,Notebook,11.6,4,1.4,0,0,1366,768,135.0942111925629,0.0,0.0,128.0,0.0,Intel Pentium Quad,Intel,Windows,485.0
HP,Notebook,14.0,8,1.48,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1292.0
Lenovo,Notebook,17.3,4,2.79,0,0,1600,900,106.11306214269258,0.0,1000.0,0.0,0.0,Intel Core i5,Nvidia,Windows,589.0
Asus,Notebook,14.0,8,2.0,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1094.0
HP,Notebook,15.6,8,2.1,0,1,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Core i7,Intel,Windows,902.0
Acer,Notebook,15.6,8,2.2,0,0,1366,768,100.45466986113651,256.0,0.0,0.0,0.0,Otro,AMD,Windows,659.0
Lenovo,Notebook,14.0,4,1.44,0,0,1366,768,111.93520355955211,0.0,0.0,32.0,0.0,Intel Celeron Dual,Intel,Windows,292.0
Acer,Notebook,15.6,6,2.23,0,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Core i5,Intel,Windows,549.0
Asus,Ultrabook,15.6,8,1.7,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1049.9
HP,Ultrabook,12.5,8,1.26,0,0,1920,1080,176.23257360658386,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1335.0
Dell,Notebook,15.6,32,2.06,1,0,3840,2160,282.42399616439724,1000.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2639.0
MSI,Gaming,17.3,8,2.7,0,0,1920,1080,127.33567457123111,256.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1199.0
Toshiba,Notebook,15.6,8,2.0,0,1,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,943.0
Asus,Notebook,14.0,8,2.0,0,0,1920,1080,157.3505121487356,256.0,1000.0,0.0,0.0,Intel Core i7,Intel,Windows,1334.0
Lenovo,Notebook,15.6,4,1.85,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i3,Intel,Windows,449.0
Asus,Gaming,15.6,8,2.5,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,999.0
HP,Notebook,14.0,8,1.48,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1268.0
Dell,Ultrabook,15.6,8,1.9,0,1,1920,1080,141.21199808219862,128.0,1000.0,0.0,0.0,Intel Core i5,Nvidia,Windows,1049.0
HP,Notebook,15.6,8,1.84,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1144.0
Asus,Notebook,15.6,4,2.0,0,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Celeron Dual,Intel,Linux,274.99
Dell,Notebook,15.6,8,2.0,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,Nvidia,Windows,1142.75
Dell,Notebook,15.6,4,2.2,0,0,1366,768,100.45466986113651,0.0,500.0,0.0,0.0,Intel Celeron Dual,Intel,Linux,274.9
Lenovo,Notebook,15.6,12,2.2,0,0,1920,1080,141.21199808219862,0.0,2000.0,0.0,0.0,Otro,AMD,Windows,899.0
HP,Notebook,15.6,8,2.1,0,1,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i3,Nvidia,Windows,716.0
Lenovo,2 in 1 Convertible,13.9,16,1.4,1,1,3840,2160,316.96506044349616,512.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,2099.0
Dell,Ultrabook,13.3,8,1.2,0,0,1920,1080,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1579.0
Lenovo,Gaming,15.6,16,2.4,0,1,1920,1080,141.21199808219862,256.0,2000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1129.0
HP,Notebook,14.0,2,1.44,0,0,1366,768,111.93520355955211,0.0,0.0,32.0,0.0,Intel Celeron Dual,Intel,Windows,279.0
Dell,Ultrabook,15.6,16,1.88,0,0,1920,1080,141.21199808219862,768.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1607.96
Asus,2 in 1 Convertible,11.6,4,1.5,1,0,1366,768,135.0942111925629,0.0,0.0,32.0,0.0,Intel Celeron Dual,Intel,Windows,375.0
Dell,Ultrabook,15.6,8,1.9,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i5,AMD,Windows,663.0
Dell,Notebook,15.6,16,2.06,1,0,3840,2160,282.42399616439724,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,2027.42
HP,Notebook,15.6,8,1.84,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Intel,Windows,1304.0
MSI,Gaming,17.3,8,2.7,0,0,1920,1080,127.33567457123111,128.0,1000.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1409.0
HP,Workstation,15.6,8,2.6,0,0,1920,1080,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1738.27
Toshiba,Notebook,15.6,16,2.4,0,1,1920,1080,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,Nvidia,Windows,1403.0
Dell,Notebook,15.6,8,2.02,0,0,1920,1080,141.21199808219862,128.0,2000.0,0.0,0.0,Intel Core i7,AMD,Windows,970.9
Lenovo,Notebook,15.6,4,2.2,0,0,1366,768,100.45466986113651,0.0,1000.0,0.0,0.0,Intel Celeron Dual,Intel,Otro,321.99
Dell,Gaming,15.6,8,2.65,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i5,Nvidia,Windows,999.0
Dell,Notebook,15.6,8,2.36,1,0,1366,768,100.45466986113651,0.0,2000.0,0.0,0.0,Intel Core i5,Intel,Windows,557.37
Dell,Notebook,14.0,8,1.36,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,1427.0
HP,Notebook,15.6,4,1.86,0,0,1366,768,100.45466986113651,0.0,500.0,0.0,0.0,Intel Core i3,Intel,Windows,439.0
Asus,Notebook,14.0,8,2.0,0,0,1920,1080,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,Intel,Windows,945.0
Lenovo,Notebook,17.3,6,2.8,0,0,1600,900,106.11306214269258,128.0,1000.0,0.0,0.0,Intel Core i5,Nvidia,Windows,719.0
HP,Notebook,15.6,8,1.86,0,0,1920,1080,141.21199808219862,0.0,1000.0,0.0,0.0,Intel Core i5,Intel,Windows,639.0
Lenovo,Notebook,15.6,8,2.2,0,0,1366,768,100.45466986113651,256.0,0.0,0.0,0.0,Intel Core i3,Nvidia,Otro,499.0
HP,Notebook,15.6,8,2.04,0,0,1366,768,100.45466986113651,0.0,2000.0,0.0,0.0,Intel Pentium Quad,Intel,Windows,389.0
Dell,Notebook,17.3,8,2.8,0,0,1920,1080,127.33567457123111,128.0,1000.0,0.0,0.0,Intel Core i5,AMD,Windows,1085.0
